,Location,Borough,Date Installed,geometry,B7SCList,B7SCStartingPoints,CrossStreets,NodeList,SimilarNamesList,StartingXStreets,combined_san1_boro_vol_page,combined_san2_boro_vol_page,in_boro,in_boro2,in_func_code,in_stname1,in_stname2,out_ad,out_atomic_polygon,out_boro_name1,out_cd,out_cd_eligible,out_cdta_2020,out_census_block_2020,out_census_tract_2000,out_census_tract_2010,out_census_tract_2020,out_co,out_com_dist,out_compass,out_dcp_pref_lgc1,out_dcp_pref_lgc2,out_dot_st_light_contract_area,out_error_message,out_fire_bat,out_fire_co,out_fire_co_str,out_fire_div,out_grc,out_health_area,out_health_center_dist,out_latitude,out_lion_node_num,out_longitude,out_mc,out_nta_2020,out_police_patrol_boro,out_police_pct,out_police_sector,out_reason_code,out_san_dist_section,out_san_sub_section,out_sanborn1_boro,out_sanborn1_page,out_sanborn1_vol,out_sanborn2_boro,out_sanborn2_page,out_sanborn2_vol,out_school_dist,out_sd,out_stname1,out_stname2,out_wa1_message,out_x_coord,out_y_coord,out_zip_code,AuxiliarySegmentIDList,HighB7SCList,LowB7SCList,add_from_st_code_name,add_on_st_code_name,add_to_st_code_name,dcp_preferred_from_st_code_name,dcp_preferred_to_st_code_name,in_boro3,in_compass_dir,in_stname3,out_No_Parking_lanes,out_No_Traveling_lanes,out_Total_Lanes,out_bike_lane,out_bike_traffic_direction,out_boro_name2,out_boro_name3,out_curve_flag,out_curve_flag_direction,out_dot_street_light_contract_area,out_dsny_snow_priority,out_feature_type,out_from_latitude,out_from_longitude,out_from_node,out_from_x_coord,out_from_y_coord,out_generic_id,out_grc2,out_left_nta,out_left_police_sector,out_left_side_atomic_polygon,out_left_side_blockface_id,out_left_side_boro,out_left_side_cd_eligibility,out_left_side_cdta_2020,out_left_side_census_block_2000,out_left_side_census_block_2010,out_left_side_census_block_2020,out_left_side_census_block_suffix_2020,out_left_side_census_tract_2000,out_left_side_census_tract_2010,out_left_side_census_tract_2020,out_left_side_comdist,out_left_side_comdist_boro,out_left_side_dot_street_light_contract_area,out_left_side_fire_bat,out_left_side_fire_co,out_left_side_fire_div,out_left_side_health_area,out_left_side_health_center_dist,out_left_side_hhnd,out_left_side_iaei,out_left_side_lhnd,out_left_side_nta_2020,out_left_side_police_patrol_boro,out_left_side_police_pct,out_left_side_police_sector,out_left_side_puma_code,out_left_side_school_dist,out_left_side_zip_code,out_lionkey,out_loc_status,out_on_street_b7sc_name,out_pgb_flag,out_physical_id,out_right_nta,out_right_of_way_type,out_right_police_sector,out_right_side_atomic_polygon,out_right_side_blockface_id,out_right_side_boro,out_right_side_cd_eligibility,out_right_side_cdta_2020,out_right_side_census_block_2000,out_right_side_census_block_2010,out_right_side_census_block_2020,out_right_side_census_block_suffix_2020,out_right_side_census_tract_2000,out_right_side_census_tract_2010,out_right_side_census_tract_2020,out_right_side_comdist,out_right_side_comdist_boro,out_right_side_dot_street_light_contract_area,out_right_side_fire_bat,out_right_side_fire_co,out_right_side_fire_div,out_right_side_health_area,out_right_side_health_center_dist,out_right_side_hhnd,out_right_side_iaei,out_right_side_lhnd,out_right_side_nta_2020,out_right_side_police_patrol_boro,out_right_side_police_pct,out_right_side_police_sector,out_right_side_puma_code,out_right_side_school_dist,out_right_side_zip_code,out_roadway_type,out_seg_side_atomic_polygon,out_seg_side_blockface_id,out_seg_side_boro,out_seg_side_cd_eligibility,out_seg_side_cdta_2020,out_seg_side_census_block_2000,out_seg_side_census_block_2010,out_seg_side_census_block_2020,out_seg_side_census_tract_2000,out_seg_side_census_tract_2010,out_seg_side_census_tract_2020,out_seg_side_comdist,out_seg_side_comdist_boro,out_seg_side_fire_bat,out_seg_side_fire_co,out_seg_side_fire_div,out_seg_side_health_area,out_seg_side_health_center_dist,out_seg_side_hhnd,out_seg_side_lhnd,out_seg_side_nta,out_seg_side_nta_2020,out_seg_side_police_patrol_boro,out_seg_side_police_pct,out_seg_side_puma_code,out_seg_side_school_dist,out_seg_side_zip_code,out_segment_id,out_segment_len,out_segment_type,out_sos_ind,out_speed_limit,out_stname3,out_street_width_irregular,out_street_width_max,out_street_width_min,out_to_latitude,out_to_longitude,out_to_node,out_to_x_coord,out_to_y_coord,out_traffic_direction,out_truck_route_type
675,30th Avenue and 30th Street,Queens,1/30/2019,POINT (40.767274 -73.922202),,,,,"[{'b7sc': '40779001', 'streetName': '  30 AVENUE                     '}, {'b7sc': '40794001', 'streetName': '  30 STREET                     '}]",,4/02 /016 ,4/02 /018 ,4,4,2W,30TH AVENUE                     ,30TH STREET                     ,36,101,QUEENS   ,14,CD Eligible,QN01,1000,  63  ,  63  ,  63  ,22,401, ,40779001/   30 AVENUE                     ,40794001/   30 STREET                     ,4,                                                                                ,49,Engine 262,Engine 262,14,00,04.00,41,40.767274,0041677,-73.922202 ,1,QN0103,QN,114,114C, ,401/ 013,3D,4,016 ,02 ,4,018 ,02 ,30,59,  30 AVENUE                     ,  30 STREET                     ,                                                                                ,1005800,218825,11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,30th Avenue and 70th Street,Queens,2/17/2022,POINT (40.760045 -73.897553),,,,,"[{'b7sc': '40779001', 'streetName': '  30 AVENUE                     '}, {'b7sc': '41484001', 'streetName': '  70 STREET                     '}]",,4/10 /052 ,4/10 /087 ,4,4,2W,30TH AVENUE                     ,70TH STREET                     ,34,104,QUEENS   ,14,CD Eligible,QN03,1003, 309.02, 309.02, 309.05,22,403, ,40779001/   30 AVENUE                     ,41484001/   70 STREET                     ,4,                                                                                ,49,Engine 307,Engine 307,14,00,06.20,42,40.760045,0046420,-73.897553 ,2,QN0301,QN,115,115B, ,403/ 031,1E,4,052 ,10 ,4,087 ,10 ,30,13,  30 AVENUE                     ,  70 STREET                     ,                                                                                ,1012631,216198,11370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,31st Avenue and 100th Street,Queens,10/15/2020,POINT (40.76101 -73.86915),,,,,"[{'b7sc': '40799001', 'streetName': '  31 AVENUE                     '}, {'b7sc': '41929001', 'streetName': ' 100 STREET                     '}]",,4/10 /045 ,4/10 /062 ,4,4,2W,31ST AVENUE                     ,100TH STREET                    ,35,102,QUEENS   ,14,CD Eligible,QN03,1005, 363  , 363  , 363  ,21,403, ,40799001/   31 AVENUE                     ,41929001/  100 STREET                     ,4,                                                                                ,49,Engine 316,Engine 316,14,00,06.10,42,40.761010,0050724,-73.869150 ,2,QN0302,QN,115,115A, ,403/ 031,1C,4,045 ,10 ,4,062 ,10 ,30,13,  31 AVENUE                     , 100 STREET                     ,                                                                                ,1020499,216560,11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,31st Avenue and 68th Street,Queens,6/16/2022,POINT (40.757848 -73.899213),,,,,"[{'b7sc': '40799001', 'streetName': '  31 AVENUE                     '}, {'b7sc': '41444001', 'streetName': '  68 STREET                     '}, {'b7sc': '49741001', 'streetName': 'BOODY STREET                    '}, {'b7sc': '43739501', 'streetName': 'BROOKLYN QUEENS EXPRESSWAY      '}]",,4/10 /034 ,4/10 /051 ,4,4,2W,31ST AVENUE                     ,68TH STREET                     ,34,107,QUEENS   ,14,CD Eligible,QN03,2006, 309.02, 309.02, 309.05,22,403, ,40799001/   31 AVENUE                     ,41444001/   68 STREET                     ,4,                                                                                ,49,Engine 307,Engine 307,14,00,06.20,42,40.757848,0046411,-73.899213 ,2,QN0301,QN,115,115B, ,403/ 031,1E,4,034 ,10 ,4,051 ,10 ,30,13,  31 AVENUE                     ,  68 STREET                     ,                                                                                ,1012172,215397,11377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,31st Avenue and 97th Street,Queens,11/24/2021,POINT (40.760725 -73.872078),,,,,"[{'b7sc': '40799001', 'streetName': '  31 AVENUE                     '}, {'b7sc': '41904001', 'streetName': '  97 STREET                     '}, {'b7sc': '40779001', 'streetName': '  30 AVENUE                     '}]",,4/10 /061 ,4/10 /044 ,4,4,2W,31ST AVENUE                     ,97TH STREET                     ,35,108,QUEENS   ,14,CD Eligible,QN03,1006, 361  , 361  , 361  ,21,403, ,40799001/   31 AVENUE                     ,41904001/   97 STREET                     ,4,                                                                                ,49,Engine 316,Engine 316,14,00,06.10,42,40.760725,0046946,-73.872078 ,2,QN0302,QN,115,115A, ,403/ 031,1C,4,061 ,10 ,4,044 ,10 ,30,13,  31 AVENUE                     ,  97 STREET                     ,                                                                                ,1019688,216455,11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,31st Road and 138th Street,Queens,4/25/2020,POINT (40.770223 -73.830545),,,,,"[{'b7sc': '40809001', 'streetName': '  31 ROAD                       '}, {'b7sc': '42259001', 'streetName': ' 138 STREET                     '}]",,4/05 /066 ,4/05 /008 ,4,4,2W,31ST ROAD                       ,138TH STREET                    ,40,302,QUEENS   ,06,CD Eligible,QN07,2001, 889.01, 889.01, 889.02,20,407, ,40809001/   31 ROAD                       ,42259001/  138 STREET                     ,4,                                                                                ,52,Ladder 144,Ladder 144,14,00,12.00,43,40.770223,0055536,-73.830545 ,6,QN0707,QN,109,109C, ,407/ 073,3E,4,066 ,05 ,4,008 ,05 ,25,16,  31 ROAD                       , 138 STREET                     ,                                                                                ,1031187,219935,11354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,32nd Avenue and 55th Street,Queens,9/7/2021,POINT (40.755532 -73.90619),,,,,"[{'b7sc': '40819001', 'streetName': '  32 AVENUE                     '}, {'b7sc': '41159001', 'streetName': '  55 STREET                     '}]",,4/10 /031 ,4/10 /032 ,4,4,2W,32ND AVENUE                     ,55TH STREET                     ,30,202,QUEENS   ,07,Not CD Eligible,QN01,2001, 295  , 295  , 295  ,26,401, ,40819001/   32 AVENUE                     ,41159001/   55 STREET                     ,4,                                                                                ,49,Ladder 163,Ladder 163,14,00,06.20,42,40.755532,0046198,-73.906190 ,2,QN0104,QN,114,114A, ,401/ 015,5D,4,031 ,10 ,4,032 ,10 ,30,12,  32 AVENUE                     ,  55 STREET                     ,                                                                                ,1010240,214551,11377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,32nd Avenue with 93rd Street and Jackson Mill Road,Queens,5/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,35th Avenue with 70th Street and Leverich Street,Queens,5/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,36th Avenue and 13th Street,Queens,10/14/2020,POINT (40.760516 -73.938342),,,,,"[{'b7sc': '40589001', 'streetName': '  13 STREET                     '}, {'b7sc': '40869001', 'streetName': '  36 AVENUE                     '}]",,4/01 /079 ,4/01 /080 ,4,4,2W,36TH AVENUE                     ,13TH STREET                     ,36,102,QUEENS   ,07,CD Eligible,QN01,1001,  43  ,  43  ,  43  ,26,401, ,40869001/   36 AVENUE                     ,40589001/   13 STREET                     ,4,                                                                                ,45,Engine 260,Engine 260,14,00,07.10,41,40.760516,0041414,-73.938342 ,1,QN0105,QN,114,114D, ,401/ 016,6D,4,079 ,01 ,4,080 ,01 ,30,59,  36 AVENUE                     ,  13 STREET                     ,                                                                                ,1001331,216359,11106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,36th Avenue and 14th Street,Queens,3/31/2021,POINT (40.760202 -73.937491),,,,,"[{'b7sc': '40609001', 'streetName': '  14 STREET                     '}, {'b7sc': '40869001', 'streetName': '  36 AVENUE                     '}]",,4/01 /080 ,4/01 /086 ,4,4,2W,36TH AVENUE                     ,14TH STREET                     ,36,102,QUEENS   ,07,CD Eligible,QN01,1001,  43  ,  43  ,  43  ,26,401, ,40869001/   36 AVENUE                     ,40609001/   14 STREET                     ,4,                                                                                ,45,Engine 260,Engine 260,14,00,07.10,41,40.760202,0041415,-73.937491 ,1,QN0105,QN,114,114D, ,401/ 016,6D,4,080 ,01 ,4,086 ,01 ,30,59,  36 AVENUE                     ,  14 STREET                     ,                                                                                ,1001567,216245,11106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,36th Avenue and 23rd Street,Queens,11/21/2013,POINT (40.75907 -73.935059),,,,,"[{'b7sc': '40704001', 'streetName': '  23 STREET                     '}, {'b7sc': '40869001', 'streetName': '  36 AVENUE                     '}]",,4/01 /080 ,4/01 /081 ,4,4,2W,36TH AVENUE                     ,23RD STREET                     ,36,109,QUEENS   ,07,Not CD Eligible,QN01,2002,  49  ,  33  ,  33.02,26,401, ,40869001/   36 AVENUE                     ,40704001/   23 STREET                     ,4,                                                                                ,45,Engine 260,Engine 260,14,00,07.10,41,40.759070,0041479,-73.935059 ,1,QN0105,QN,114,114C, ,401/ 016,6D,4,080 ,01 ,4,081 ,01 ,30,59,  36 AVENUE                     ,  23 STREET                     ,                                                                                ,1002241,215833,11106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,37th Avenue and  78th Street,Queens,5/23/2018,POINT (40.749356 -73.888027),,,,,"[{'b7sc': '40879002', 'streetName': '  37 AVENUE                     '}, {'b7sc': '41629001', 'streetName': '  78 STREET                     '}, {'b7sc': '45189301', 'streetName': 'JULIO RIVERA CORNER             '}]",,4/10 /011 ,,4,4,2W,37TH AVENUE                     , 78TH STREET                    ,39,301,QUEENS   ,06,Not CD Eligible,QN03,3001, 285  , 285  , 285  ,25,403, ,40879002/   37 AVENUE                     ,41629001/   78 STREET                     ,4,                                                                                ,49,Engine 307,Engine 307,14,00,10.11,42,40.749356,0046624,-73.888027 ,2,QN0301,QN,115,115C, ,403/ 032,2D,4,011 ,10 , ,    ,   ,30,13,  37 AVENUE                     ,  78 STREET                     ,                                                                                ,1015275,212307,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,37th Avenue and 102nd Street,Queens,4/29/2022,POINT (40.75301 -73.865401),,,,,"[{'b7sc': '40879002', 'streetName': '  37 AVENUE                     '}, {'b7sc': '41954001', 'streetName': ' 102 STREET                     '}]",,4/19 /001 ,4/19 /005 ,4,4,2W,37TH AVENUE                     ,102ND STREET                    ,35,203,QUEENS   ,14,CD Eligible,QN03,2002, 379  , 379  , 379  ,21,403, ,40879002/   37 AVENUE                     ,41954001/  102 STREET                     ,4,                                                                                ,49,Ladder 154,Ladder 154,14,00,11.00,42,40.753010,0050799,-73.865401 ,2,QN0303,QN,115,115D, ,403/ 033,3D,4,001 ,19 ,4,005 ,19 ,24,13,  37 AVENUE                     , 102 STREET                     ,                                                                                ,1021542,213647,11368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,37th Avenue and 90th Street,Queens,6/28/2022,POINT (40.75053 -73.876876),,,,,"[{'b7sc': '40879002', 'streetName': '  37 AVENUE                     '}, {'b7sc': '41824001', 'streetName': '  90 STREET                     '}]",,4/10 /015 ,,4,4,2W,37TH AVENUE                     ,90TH STREET                     ,34,306,QUEENS   ,14,CD Eligible,QN03,3002, 275  , 275  , 275  ,21,403, ,40879002/   37 AVENUE                     ,41824001/   90 STREET                     ,4,                                                                                ,46,Engine 289,Engine 289,14,00,10.12,42,40.750530,0046829,-73.876876 ,2,QN0301,QN,115,115D, ,403/ 032,2E,4,015 ,10 , ,    ,   ,24,13,  37 AVENUE                     ,  90 STREET                     ,                                                                                ,1018364,212739,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,38th Avenue and 28th Street,Queens,10/1/2021,POINT (40.755016 -73.934334),,,,,"[{'b7sc': '40764001', 'streetName': '  28 STREET                     '}, {'b7sc': '40899001', 'streetName': '  38 AVENUE                     '}]",,4/01 /078 ,4/01 /081 ,4,4,2W,38TH AVENUE                     ,28TH STREET                     ,36,201,QUEENS   ,07,Not CD Eligible,QN01,1002,  31  ,  31  ,  31  ,26,401, ,40899001/   38 AVENUE                     ,40764001/   28 STREET                     ,4,                                                                                ,45,Engine 260,Engine 260,14,00,07.10,41,40.755016,0041470,-73.934334 ,1,QN0105,QN,114,114C, ,401/ 016,6D,4,078 ,01 ,4,081 ,01 ,30,59,  38 AVENUE                     ,  28 STREET                     ,                                                                                ,1002443,214356,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,38th Avenue and 30th Street,Queens,3/19/2020,POINT (40.754194 -73.93279),,,,,"[{'b7sc': '40794001', 'streetName': '  30 STREET                     '}, {'b7sc': '40899001', 'streetName': '  38 AVENUE                     '}]",,4/01 /078 ,4/01 /082 ,4,4,2W,38TH AVENUE                     ,30TH STREET                     ,36,106,QUEENS   ,07,Not CD Eligible,QN01,2001,  31  ,  31  ,  31  ,26,401, ,40899001/   38 AVENUE                     ,40794001/   30 STREET                     ,4,                                                                                ,45,Engine 260,Engine 260,14,00,07.10,41,40.754194,0041475,-73.932790 ,1,QN0105,QN,114,114C, ,401/ 016,6D,4,078 ,01 ,4,082 ,01 ,30,59,  38 AVENUE                     ,  30 STREET                     ,                                                                                ,1002871,214057,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,39th Avenue and 52nd Street,Queens,11/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,43rd Avenue at 97th Place,Queens,1/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,44th Drive and Hunter Street,Queens,3/9/2019,POINT (40.747429 -73.943844),,,,,"[{'b7sc': '40999001', 'streetName': '  44 DRIVE                      '}, {'b7sc': '45049001', 'streetName': 'HUNTER STREET                   '}]",,4/01 /025 ,,4,4,2W,44TH DRIVE                      ,HUNTER STREET                   ,36,514,QUEENS   ,07,Not CD Eligible,QN02,1001,  19  ,  19  ,  19.01,26,402, ,40999001/   44 DRIVE                      ,45049001/ HUNTER STREET                   ,4,                                                                                ,45,Ladder 115,Ladder 115,14,00,07.20,41,40.747429,0023194,-73.943844 ,1,QN0201,QN,108,108A, ,402/ 022,2A,4,025 ,01 , ,    ,   ,30,59,  44 DRIVE                      ,HUNTER STREET                   ,                                                                                ,999810,211590,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,45th Avenue and Union Street,Queens,10/28/2019,POINT (40.752937 -73.819779),,,,,"[{'b7sc': '41014001', 'streetName': '  45 AVENUE                     '}, {'b7sc': '46549001', 'streetName': 'UNION STREET                    '}]",,4/11 /043 ,4/11 /044 ,4,4,2W,45TH AVENUE                     ,UNION STREET                    ,25,301,QUEENS   ,06,CD Eligible,QN07,3000, 859  , 859  , 859  ,20,407, ,41014001/   45 AVENUE                     ,46549001/ UNION STREET                    ,4,                                                                                ,52,Engine 274,Engine 274,14,00,13.20,43,40.752937,0055680,-73.819779 ,6,QN0707,QN,109,109A, ,407/ 071,1D,4,043 ,11 ,4,044 ,11 ,25,16,  45 AVENUE                     ,UNION STREET                    ,                                                                                ,1034182,213643,11355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,47th Avenue and 33rd Street,Queens,3/18/2022,POINT (40.74266 -73.932083),,,,,"[{'b7sc': '40839001', 'streetName': '  33 STREET                     '}, {'b7sc': '41044001', 'streetName': '  47 AVENUE                     '}]",,4/01 /049 ,4/01 /048 ,4,4,2W,47TH AVENUE                     ,33RD STREET                     ,37,301,QUEENS   ,07,Not CD Eligible,QN02,1028, 179  , 179  , 179.02,26,402, ,41044001/   47 AVENUE                     ,40839001/   33 STREET                     ,4,                                                                                ,45,Ladder 128,Ladder 128,14,00,08.00,41,40.742660,0040828,-73.932083 ,2,QN0202,QN,108,108B, ,402/ 023,3E,4,049 ,01 ,4,048 ,01 ,24,12,  47 AVENUE                     ,  33 STREET                     ,                                                                                ,1003070,209855,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,47th Avenue and 35th Street,Queens,1/16/2022,POINT (40.742445 -73.930225),,,,,"[{'b7sc': '40864001', 'streetName': '  35 STREET                     '}, {'b7sc': '41044001', 'streetName': '  47 AVENUE                     '}]",,4/01 /049 ,,4,4,2W,47TH AVENUE                     ,35TH STREET                     ,37,205,QUEENS   ,07,Not CD Eligible,QN02,1030, 179  , 179  , 179.02,26,402, ,41044001/   47 AVENUE                     ,40864001/   35 STREET                     ,4,                                                                                ,45,Ladder 128,Ladder 128,14,00,08.00,41,40.742445,0040832,-73.930225 ,2,QN0202,QN,108,108B, ,402/ 023,3E,4,049 ,01 , ,    ,   ,24,12,  47 AVENUE                     ,  35 STREET                     ,                                                                                ,1003585,209777,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,47th Street and 48th Avenue,Queens,3/20/2018,POINT (40.739204 -73.91854),,,,,"[{'b7sc': '41054001', 'streetName': '  47 STREET                     '}, {'b7sc': '41059001', 'streetName': '  48 AVENUE                     '}]",,4/09 /031 ,4/09 /034 ,4,4,2W,47TH STREET                     ,48TH AVENUE                     ,37,304,QUEENS   ,07,CD Eligible,QN02,2003, 235  , 235  , 235.01,26,402, ,41054001/   47 STREET                     ,41059001/   48 AVENUE                     ,4,                                                                                ,45,Engine 259,Engine 259,14,00,09.10,41,40.739204,0041089,-73.918540 ,2,QN0202,QN,108,108D, ,402/ 023,3C,4,031 ,09 ,4,034 ,09 ,24,12,  47 STREET                     ,  48 AVENUE                     ,                                                                                ,1006824,208599,11377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,48th Avenue and 211th Street,Queens,11/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
